450082,3,modelMag_z,0.956242888,modelMag_i,0.945670857,modelMag_r,0.591363129,modelMag_g,0.25896553,psfMag_z,1.00930895,psfMag_i,0.951633499,psfMag_r,0.64531762,psfMag_g,0.384006865
60270,3,modelMag_z,0.02510911,modelMag_i,0.40503411,modelMag_r,0.17407911,modelMag_g,0.26899411,psfMag_z,0.03493411,psfMag_i,0.38540411,psfMag_r,0.15504911,psfMag_g,0.27042411
480464,3,modelMag_z,nan,modelMag_i,nan,modelMag_r,nan,modelMag_g,nan,psfMag_z,nan,psfMag_i,nan,psfMag_r,nan,psfMag_g,nan
350192,3,modelMag_z,1.028396245,modelMag_i,1.045520537,modelMag_r,1.081173331,modelMag_g,1.090440463,psfMag_z,1.191607887,psfMag_i,1.267894357,psfMag_r,1.302783384,psfMag_g,1.253826427
520107,3,modelMag_z,0.511314063,modelMag_i,0.49238706,modelMag_r,0.508524184,modelMag_g,0.307147836,psfMag_z,1.095707342,psfMag_i,0.952716101,psfMag_r,0.823360573,psfMag_g,0.687192623
220,3,modelMag_z,0.50254379,modelMag_i,0.222264066,modelMag_r,0.197305009,modelMag_g,0.105152572,psfMag_z,0.573935443,psfMag_i,0.599844808,psfMag_r,0.539960796,psfMag_g,0.597496222
480058,3,modelMag_z,0.50402972,modelMag_i,0.629771431,modelMag_r,0.557725477,modelMag_g,0.184787861,psfMag_z,1.605518685,psfMag_i,1.558548471,psfMag_r,1.414501663,psfMag_g,1.349955894
340229,3,modelMag_z,1.102813222,modelMag_i,0.81603205,modelMag_r,0.407909594,modelMag_g,0.45579582,psfMag_z,1.269642745,psfMag_i,1.087648469,psfMag_r,0.812892183,psfMag_g,0.53574342
380244,3,modelMag_z,0.339346435,modelMag_i,0.230006624,modelMag_r,0.254559372,modelMag_g,0.22053091,psfMag_z,1.042402349,psfMag_i,0.90446748,psfMag_r,0.957665654,psfMag_g,0.800214653
,,,0.621224434,,0.598335842,,0.471579901,,0.361476888,,0.977882189,,0.963519662,,0.831441373,,0.734857527
420414,4,modelMag_z,0.671880692,modelMag_i,0.548930547,modelMag_r,0.244412262,modelMag_g,0.420552999,psfMag_z,0.839403816,psfMag_i,0.748195688,psfMag_r,0.544372571,psfMag_g,0.560770778
131014,4,modelMag_z,1.402254586,modelMag_i,1.033352241,modelMag_r,0.684979289,modelMag_g,0.953206552,psfMag_z,1.451361291,psfMag_i,1.191999932,psfMag_r,0.964016265,psfMag_g,1.178156147
580275,4,modelMag_z,nan,modelMag_i,nan,modelMag_r,nan,modelMag_g,nan,psfMag_z,nan,psfMag_i,nan,psfMag_r,nan,psfMag_g,nan
340243,4,modelMag_z,nan,modelMag_i,nan,modelMag_r,nan,modelMag_g,nan,psfMag_z,nan,psfMag_i,nan,psfMag_r,nan,psfMag_g,nan
540163,4,modelMag_z,0.548465095,modelMag_i,0.416827276,modelMag_r,0.41664658,modelMag_g,0.411414523,psfMag_z,0.309001295,psfMag_i,0.585977728,psfMag_r,0.727974773,psfMag_g,0.381741015
170078,4,modelMag_z,0.848502967,modelMag_i,0.165308157,modelMag_r,0.10934389,modelMag_g,0.716154587,psfMag_z,0.874050081,psfMag_i,0.336473925,psfMag_r,0.334122758,psfMag_g,0.650793367
70242,4,modelMag_z,1.273597265,modelMag_i,0.661579908,modelMag_r,0.498710341,modelMag_g,0.192390292,psfMag_z,1.332886353,psfMag_i,0.943533026,psfMag_r,0.65639416,psfMag_g,0.55672654
,,,0.815038782,,0.522048656,,0.382890233,,0.467960964,,0.975283911,,0.810595349,,0.71656965,,0.694751433
160126,5,modelMag_z,0.559668094,modelMag_i,0.757740916,modelMag_r,0.7207792,modelMag_g,1.513777786,psfMag_z,0.546564822,psfMag_i,0.658636971,psfMag_r,0.725634096,psfMag_g,1.445126397
420417,5,modelMag_z,nan,modelMag_i,nan,modelMag_r,nan,modelMag_g,nan,psfMag_z,nan,psfMag_i,nan,psfMag_r,nan,psfMag_g,nan
580327,5,modelMag_z,1.511089927,modelMag_i,1.262369927,modelMag_r,0.823699927,modelMag_g,0.206469927,psfMag_z,1.390349927,psfMag_i,1.142944927,psfMag_r,0.688924927,psfMag_g,0.114254927
110468,5,modelMag_z,1.060608013,modelMag_i,0.459840003,modelMag_r,0.983209498,modelMag_g,0.969575712,psfMag_z,1.126805051,psfMag_i,0.682964614,psfMag_r,1.115237887,psfMag_g,1.111782934
90201,5,modelMag_z,0,modelMag_i,0,modelMag_r,0,modelMag_g,0,psfMag_z,0,psfMag_i,0,psfMag_r,0,psfMag_g,0
370428,5,modelMag_z,0.992091611,modelMag_i,0.948279597,modelMag_r,0.96628974,modelMag_g,1.272374573,psfMag_z,1.131485171,psfMag_i,1.070437144,psfMag_r,0.9521188,psfMag_g,1.187015521
,,,0.882574582,,0.597145896,,0.560615354,,0.66733798,,0.922178164,,0.705698244,,0.648625285,,0.72005639
420414,6,modelMag_z,0.791445988,modelMag_i,0.555431311,modelMag_r,0.743449097,modelMag_g,0.787075308,psfMag_z,0.840085884,psfMag_i,0.659978847,psfMag_r,0.757946429,psfMag_g,0.818780255
440066,6,modelMag_z,0.395682304,modelMag_i,0.207702846,modelMag_r,0.352173678,modelMag_g,0.79817254,psfMag_z,0.386360145,psfMag_i,0.519224208,psfMag_r,0.553128828,psfMag_g,0.375145862
50301,6,modelMag_z,0.305011411,modelMag_i,0.192849637,modelMag_r,0.11325726,modelMag_g,0.317559926,psfMag_z,0.554724634,psfMag_i,0.477777076,psfMag_r,0.492263822,psfMag_g,0.632805021
,,,0.74231298,,0.527952402,,0.567836819,,0.627320746,,0.793998622,,0.657378133,,0.651030747,,0.619980114
